Date,Mode,Count
3/9/2021,AAR,"22,200"
3/9/2021,Subway,"1,834,068"
3/9/2021,SIR,"3,602"
3/9/2021,MNR,"40,944"
3/9/2021,LIRR,"79,269"
3/9/2021,Bus,"1,101,988"
3/9/2021,BT,"793,851"
3/10/2021,MNR,"41,488"
3/10/2021,Subway,"1,849,077"
3/10/2021,SIR,"3,625"
3/10/2021,LIRR,"78,069"
3/10/2021,Bus,"1,104,610"
3/10/2021,BT,"807,054"
3/10/2021,AAR,"22,774"
3/11/2021,BT,"839,112"
3/11/2021,Subway,"1,881,902"
3/11/2021,SIR,"3,682"
3/11/2021,MNR,"42,543"
3/11/2021,LIRR,"80,398"
3/11/2021,Bus,"1,107,502"
3/11/2021,AAR,"22,617"
3/12/2021,BT,"875,441"
3/12/2021,Subway,"1,914,465"
3/12/2021,SIR,"3,507"
3/12/2021,MNR,"48,553"
3/12/2021,LIRR,"82,399"
3/12/2021,Bus,"1,092,388"
3/12/2021,AAR,"21,724"
3/13/2021,BT,"778,578"
3/13/2021,Subway,"1,257,372"
3/13/2021,SIR,
3/13/2021,MNR,"31,500"
3/13/2021,LIRR,"38,465"
3/13/2021,Bus,"730,218"
3/13/2021,AAR,"11,932"
3/14/2021,AAR,"9,732"
3/14/2021,Subway,"923,968"
3/14/2021,SIR,
3/14/2021,MNR,"22,347"
3/14/2021,LIRR,"30,405"
3/14/2021,Bus,"531,754"
3/14/2021,BT,"674,893"
3/15/2021,AAR,"19,986"
3/15/2021,Subway,"1,730,024"
3/15/2021,SIR,"3,264"
3/15/2021,MNR,"39,529"
3/15/2021,LIRR,"79,331"
3/15/2021,Bus,"1,023,990"
3/15/2021,BT,"777,009"
3/16/2021,BT,"790,665"
3/16/2021,Subway,"1,798,288"
3/16/2021,SIR,"3,394"
3/16/2021,MNR,"40,038"
3/16/2021,LIRR,"77,672"
3/16/2021,Bus,"1,062,179"
3/16/2021,AAR,"20,903"
3/17/2021,BT,"811,451"
3/17/2021,Subway,"1,866,414"
3/17/2021,SIR,"3,465"
3/17/2021,MNR,"41,682"
3/17/2021,LIRR,"81,431"
3/17/2021,Bus,"1,103,979"
3/17/2021,AAR,"22,323"
3/18/2021,BT,"802,401"
3/18/2021,Subway,"1,771,092"
3/18/2021,SIR,"3,283"
3/18/2021,MNR,"39,884"
3/18/2021,LIRR,"76,532"
3/18/2021,Bus,"1,019,472"
3/18/2021,AAR,"20,264"
3/19/2021,AAR,"20,357"
3/19/2021,Subway,"1,906,749"
3/19/2021,SIR,"3,331"
3/19/2021,MNR,"46,605"
3/19/2021,LIRR,"80,041"
3/19/2021,Bus,"1,083,647"
3/19/2021,BT,"866,162"
3/20/2021,AAR,"12,558"
3/20/2021,Subway,"1,307,403"
3/20/2021,SIR,
3/20/2021,MNR,"33,068"
3/20/2021,LIRR,"41,743"
3/20/2021,Bus,"768,908"
3/20/2021,BT,"789,944"
3/21/2021,BT,"737,403"
3/21/2021,Subway,"1,013,386"
3/21/2021,SIR,
3/21/2021,MNR,"26,380"
3/21/2021,LIRR,"34,693"
3/21/2021,Bus,"579,358"
3/21/2021,AAR,"10,358"
3/22/2021,BT,"790,925"
3/22/2021,Subway,"1,801,438"
3/22/2021,SIR,"3,646"
3/22/2021,MNR,"43,281"
3/22/2021,LIRR,"84,171"
3/22/2021,Bus,"1,095,241"
3/22/2021,AAR,"20,427"
3/23/2021,AAR,"21,590"
3/23/2021,Subway,"1,879,574"
3/23/2021,SIR,"3,727"
3/23/2021,MNR,"41,654"
3/23/2021,LIRR,"83,106"
3/23/2021,Bus,"1,133,504"
3/23/2021,BT,"812,727"
3/24/2021,AAR,"21,651"
3/24/2021,Subway,"1,828,084"
3/24/2021,SIR,"3,578"
3/24/2021,MNR,"40,301"
3/24/2021,LIRR,"79,590"
3/24/2021,Bus,"1,075,968"
3/24/2021,BT,"796,805"
3/25/2021,Bus,"1,127,964"
3/25/2021,Subway,"1,925,768"
3/25/2021,SIR,"3,747"
3/25/2021,AAR,"21,763"
3/25/2021,MNR,"44,105"
3/25/2021,LIRR,"83,556"
3/25/2021,BT,"850,151"
3/26/2021,BT,"868,437"
3/26/2021,Subway,"1,938,246"
3/26/2021,SIR,"3,536"
3/26/2021,MNR,"49,529"
3/26/2021,LIRR,"84,436"
3/26/2021,Bus,"1,091,753"
3/26/2021,AAR,"20,805"
3/27/2021,BT,"843,498"
3/27/2021,Subway,"1,374,266"
3/27/2021,SIR,
3/27/2021,MNR,"38,301"
3/27/2021,LIRR,"47,484"
3/27/2021,Bus,"781,981"
3/27/2021,AAR,"12,900"
3/28/2021,AAR,"9,104"
3/28/2021,Subway,"807,247"
3/28/2021,SIR,
3/28/2021,MNR,"21,000"
3/28/2021,LIRR,"28,347"
3/28/2021,Bus,"459,949"
3/28/2021,BT,"603,133"
3/29/2021,AAR,"18,543"
3/29/2021,Subway,"1,742,162"
3/29/2021,SIR,"3,378"
3/29/2021,MNR,"44,240"
3/29/2021,LIRR,"86,467"
3/29/2021,Bus,"1,002,597"
3/29/2021,BT,"765,733"
3/30/2021,BT,"844,533"
3/30/2021,Subway,"1,881,537"
3/30/2021,SIR,"3,806"
3/30/2021,MNR,"46,574"
3/30/2021,LIRR,"91,258"
3/30/2021,Bus,"1,079,381"
3/30/2021,AAR,"21,019"
3/31/2021,BT,"835,543"
3/31/2021,Subway,"1,808,546"
3/31/2021,SIR,"3,526"
3/31/2021,MNR,"43,954"
3/31/2021,LIRR,"84,850"
3/31/2021,Bus,"995,873"
3/31/2021,AAR,"20,374"
4/1/2021,AAR,"20,490"
4/1/2021,Subway,"1,841,815"
4/1/2021,SIR,"3,434"
4/1/2021,MNR,"38,466"
4/1/2021,LIRR,"77,285"
4/1/2021,Bus,"1,030,209"
4/1/2021,BT,"858,814"
4/2/2021,MNR,"49,308"
4/2/2021,Subway,"1,757,698"
4/2/2021,SIR,"3,070"
4/2/2021,LIRR,"79,770"
4/2/2021,Bus,"958,085"
4/2/2021,BT,"847,596"
4/2/2021,AAR,"18,839"
4/3/2021,BT,"781,573"
4/3/2021,Subway,"1,318,461"
4/3/2021,SIR,"1,503"
4/3/2021,MNR,"37,706"
4/3/2021,LIRR,"47,662"
4/3/2021,Bus,"750,682"
4/3/2021,AAR,"12,735"
4/4/2021,BT,"751,492"
4/4/2021,Subway,"950,194"
4/4/2021,SIR,"1,066"
4/4/2021,MNR,"30,673"
4/4/2021,LIRR,"40,868"
4/4/2021,Bus,"519,812"
4/4/2021,AAR,"11,632"
4/5/2021,BT,"834,568"
4/5/2021,Subway,"1,818,703"
4/5/2021,SIR,"3,431"
4/5/2021,MNR,"46,156"
4/5/2021,LIRR,"87,048"
4/5/2021,Bus,"1,088,750"
4/5/2021,AAR,"19,970"
4/6/2021,AAR,"21,695"
4/6/2021,Subway,"1,942,198"
4/6/2021,SIR,"3,873"
4/6/2021,MNR,"45,178"
4/6/2021,LIRR,"85,757"
4/6/2021,Bus,"1,155,101"
4/6/2021,BT,"842,891"
4/7/2021,AAR,"23,469"
4/7/2021,Subway,"1,985,370"
4/7/2021,SIR,"3,809"
4/7/2021,MNR,"45,747"
4/7/2021,LIRR,"85,479"
4/7/2021,Bus,"1,172,362"
4/7/2021,BT,"861,139"
4/8/2021,BT,"880,644"
4/8/2021,Subway,"2,013,413"
4/8/2021,SIR,"3,893"
4/8/2021,MNR,"47,059"
4/8/2021,LIRR,"86,715"
4/8/2021,Bus,"1,177,833"
4/8/2021,AAR,"22,579"
4/9/2021,BT,"897,983"
4/9/2021,Subway,"2,026,724"
4/9/2021,SIR,"3,686"
4/9/2021,MNR,"52,445"
4/9/2021,LIRR,"87,051"
4/9/2021,Bus,"1,144,311"
4/9/2021,AAR,"21,978"
4/10/2021,AAR,"12,713"
4/10/2021,Subway,"1,391,245"
4/10/2021,SIR,"1,500"
4/10/2021,MNR,"36,629"
4/10/2021,LIRR,"45,962"
4/10/2021,Bus,"790,023"
4/10/2021,BT,"824,102"
4/11/2021,MNR,"22,933"
4/11/2021,Subway,"899,646"
4/11/2021,SIR,"1,020"
4/11/2021,LIRR,"32,034"
4/11/2021,Bus,"504,407"
4/11/2021,BT,"668,094"
4/11/2021,AAR,"9,742"
4/12/2021,Bus,"1,087,799"
4/12/2021,Subway,"1,845,836"
4/12/2021,SIR,"3,418"
4/12/2021,AAR,"21,192"
4/12/2021,MNR,"43,563"
4/12/2021,LIRR,"83,124"
4/12/2021,BT,"795,751"
4/13/2021,BT,"834,987"
4/13/2021,Subway,"2,012,153"
4/13/2021,SIR,"3,877"
4/13/2021,MNR,"46,150"
4/13/2021,LIRR,"87,182"
4/13/2021,Bus,"1,196,355"
4/13/2021,AAR,"22,728"
4/14/2021,BT,"855,217"
4/14/2021,Subway,"2,018,126"
4/14/2021,SIR,"3,810"
4/14/2021,MNR,"47,970"
4/14/2021,LIRR,"86,698"
4/14/2021,Bus,"1,199,954"
4/14/2021,AAR,"23,462"
4/15/2021,AAR,"21,198"
4/15/2021,Subway,"1,906,733"
4/15/2021,SIR,"3,593"
4/15/2021,MNR,"44,175"
4/15/2021,LIRR,"81,762"
4/15/2021,Bus,"1,083,083"
4/15/2021,BT,"824,792"
4/16/2021,MNR,"54,355"
4/16/2021,Subway,"2,078,856"
4/16/2021,SIR,"3,591"
4/16/2021,LIRR,"87,190"
4/16/2021,Bus,"1,157,507"
4/16/2021,BT,"892,319"
4/16/2021,AAR,"21,632"
4/17/2021,BT,"814,841"
4/17/2021,Subway,"1,425,036"
4/17/2021,SIR,
4/17/2021,MNR,"39,789"
4/17/2021,LIRR,"49,901"
4/17/2021,Bus,"803,352"
4/17/2021,AAR,"13,313"
4/18/2021,BT,"755,021"
4/18/2021,Subway,"1,082,503"
4/18/2021,SIR,
4/18/2021,MNR,"30,983"
4/18/2021,LIRR,"38,263"
4/18/2021,Bus,"607,333"
4/18/2021,AAR,"10,865"
4/19/2021,BT,"818,994"
4/19/2021,Subway,"1,911,326"
4/19/2021,SIR,"3,634"
4/19/2021,MNR,"45,925"
4/19/2021,LIRR,"87,167"
4/19/2021,Bus,"1,147,977"
4/19/2021,AAR,"21,274"
4/20/2021,AAR,"23,528"
4/20/2021,Subway,"2,082,495"
4/20/2021,SIR,"4,135"
4/20/2021,MNR,"49,100"
4/20/2021,LIRR,"90,034"
4/20/2021,Bus,"1,223,642"
4/20/2021,BT,"863,148"
4/21/2021,AAR,"22,379"
4/21/2021,Subway,"1,965,922"
4/21/2021,SIR,"3,788"
4/21/2021,MNR,"45,253"
4/21/2021,LIRR,"83,533"
4/21/2021,Bus,"1,139,762"
4/21/2021,BT,"830,908"
4/22/2021,BT,"874,377"
4/22/2021,Subway,"2,040,232"
4/22/2021,SIR,"3,837"
4/22/2021,MNR,"46,790"
4/22/2021,LIRR,"86,606"
4/22/2021,Bus,"1,166,357"
4/22/2021,AAR,"21,832"
4/23/2021,BT,"923,361"
4/23/2021,Subway,"2,121,350"
4/23/2021,SIR,"3,737"
4/23/2021,MNR,"56,155"
4/23/2021,LIRR,"92,834"
4/23/2021,Bus,"1,184,193"
4/23/2021,AAR,"22,035"
4/24/2021,BT,"856,875"
4/24/2021,Subway,"1,520,057"
4/24/2021,SIR,
4/24/2021,MNR,"43,227"
4/24/2021,LIRR,"51,570"
4/24/2021,Bus,"809,163"
4/24/2021,AAR,"13,351"
4/25/2021,AAR,"9,777"
4/25/2021,Subway,"985,027"
4/25/2021,SIR,
4/25/2021,MNR,"23,855"
4/25/2021,LIRR,"34,054"
4/25/2021,Bus,"540,989"
4/25/2021,BT,"697,476"
4/26/2021,AAR,"21,083"
4/26/2021,Subway,"1,955,370"
4/26/2021,SIR,"3,761"
4/26/2021,MNR,"46,752"
4/26/2021,LIRR,"89,303"
4/26/2021,Bus,"1,156,913"
4/26/2021,BT,"829,098"
4/27/2021,BT,"842,367"
4/27/2021,Subway,"2,041,698"
4/27/2021,SIR,"4,020"
4/27/2021,MNR,"47,310"
4/27/2021,LIRR,"89,028"
4/27/2021,Bus,"1,198,299"
4/27/2021,AAR,"22,603"
4/28/2021,BT,"891,506"
4/28/2021,Subway,"2,135,793"
4/28/2021,SIR,"4,027"
4/28/2021,MNR,"50,011"
4/28/2021,LIRR,"92,150"
4/28/2021,Bus,"1,227,777"
4/28/2021,AAR,"24,412"
4/29/2021,AAR,"22,201"
4/29/2021,Subway,"2,028,524"
4/29/2021,SIR,"3,881"
4/29/2021,MNR,"47,785"
4/29/2021,LIRR,"88,705"
4/29/2021,Bus,"1,166,096"
4/29/2021,BT,"875,558"
4/30/2021,AAR,"22,322"
4/30/2021,Subway,"2,159,476"
4/30/2021,SIR,"3,699"
4/30/2021,MNR,"57,364"
4/30/2021,LIRR,"93,530"
4/30/2021,Bus,"1,185,321"
4/30/2021,BT,"925,495"
5/1/2021,Bus,"818,655"
5/1/2021,Subway,"1,515,211"
5/1/2021,SIR,
5/1/2021,AAR,"13,263"
5/1/2021,MNR,"41,395"
5/1/2021,LIRR,"51,067"
5/1/2021,BT,"851,688"
5/2/2021,BT,"811,745"
5/2/2021,Subway,"1,153,471"
5/2/2021,SIR,
5/2/2021,MNR,"32,683"
5/2/2021,LIRR,"41,827"
5/2/2021,Bus,"620,063"
5/2/2021,AAR,"11,541"
5/3/2021,BT,"830,922"
5/3/2021,Subway,"1,971,010"
5/3/2021,SIR,"3,744"
5/3/2021,MNR,"45,800"
5/3/2021,LIRR,"91,084"
5/3/2021,Bus,"1,165,505"
5/3/2021,AAR,"21,492"
5/4/2021,AAR,"22,962"
5/4/2021,Subway,"2,120,071"
5/4/2021,SIR,"4,181"
5/4/2021,MNR,"49,415"
5/4/2021,LIRR,"93,107"
5/4/2021,Bus,"1,227,250"
5/4/2021,BT,"853,754"
5/5/2021,AAR,"23,236"
5/5/2021,Subway,"2,074,543"
5/5/2021,SIR,"3,851"
5/5/2021,MNR,"48,351"
5/5/2021,LIRR,"91,994"
5/5/2021,Bus,"1,158,445"
5/5/2021,BT,"844,607"
5/6/2021,BT,"908,361"
5/6/2021,Subway,"2,199,943"
5/6/2021,SIR,"4,168"
5/6/2021,MNR,"52,748"
5/6/2021,LIRR,"94,244"
5/6/2021,Bus,"1,258,536"
5/6/2021,AAR,"23,792"
5/7/2021,BT,"939,468"
5/7/2021,Subway,"2,238,033"
5/7/2021,SIR,"3,827"
5/7/2021,MNR,"61,477"
5/7/2021,LIRR,"101,637"
5/7/2021,Bus,"1,222,741"
5/7/2021,AAR,"22,730"
5/8/2021,AAR,"13,339"
5/8/2021,Subway,"1,444,674"
5/8/2021,SIR,
5/8/2021,MNR,"42,664"
5/8/2021,LIRR,"56,309"
5/8/2021,Bus,"779,188"
5/8/2021,BT,"856,180"
5/9/2021,MNR,"37,795"
5/9/2021,Subway,"1,107,878"
5/9/2021,SIR,856
5/9/2021,LIRR,"54,074"
5/9/2021,Bus,"576,000"
5/9/2021,BT,"856,813"
5/9/2021,AAR,"13,897"
5/10/2021,BT,"847,057"
5/10/2021,Subway,"1,990,039"
5/10/2021,SIR,"3,850"
5/10/2021,MNR,"50,090"
5/10/2021,LIRR,"96,813"
5/10/2021,Bus,"1,149,109"
5/10/2021,AAR,"20,751"
5/11/2021,BT,"875,781"
5/11/2021,Subway,"2,148,322"
5/11/2021,SIR,"4,227"
5/11/2021,MNR,"51,588"
5/11/2021,LIRR,"97,358"
5/11/2021,Bus,"1,231,886"
5/11/2021,AAR,"22,751"
5/12/2021,BT,"890,320"
5/12/2021,Subway,"2,182,277"
5/12/2021,SIR,"4,193"
5/12/2021,MNR,"53,548"
5/12/2021,LIRR,"98,930"
5/12/2021,Bus,"1,238,990"
5/12/2021,AAR,"23,946"
5/13/2021,AAR,"23,439"
5/13/2021,Subway,"2,163,052"
5/13/2021,SIR,"4,112"
5/13/2021,MNR,"55,558"
5/13/2021,LIRR,"103,047"
5/13/2021,Bus,"1,182,347"
5/13/2021,BT,"921,006"
5/14/2021,AAR,"22,437"
5/14/2021,Subway,"2,266,974"
5/14/2021,SIR,"3,963"
5/14/2021,MNR,"63,394"
5/14/2021,LIRR,"104,885"
5/14/2021,Bus,"1,220,112"
5/14/2021,BT,"950,053"
5/15/2021,BT,"893,665"
5/15/2021,Subway,"1,637,231"
5/15/2021,SIR,11
5/15/2021,MNR,"49,401"
5/15/2021,LIRR,"63,079"
5/15/2021,Bus,"844,096"
5/15/2021,AAR,"13,516"
5/16/2021,BT,"815,930"
5/16/2021,Subway,"1,201,904"
5/16/2021,SIR,14
5/16/2021,MNR,"36,227"
5/16/2021,LIRR,"49,166"
5/16/2021,Bus,"621,750"
5/16/2021,AAR,"11,062"
5/17/2021,AAR,"20,779"
5/17/2021,Subway,"2,022,584"
5/17/2021,SIR,"3,990"
5/17/2021,MNR,"52,803"
5/17/2021,LIRR,"98,458"
5/17/2021,Bus,"1,157,960"
5/17/2021,BT,"812,362"
5/18/2021,AAR,"22,367"
5/18/2021,Subway,"2,150,049"
5/18/2021,SIR,"4,321"
5/18/2021,MNR,"54,920"
5/18/2021,LIRR,"100,430"
5/18/2021,Bus,"1,215,676"
5/18/2021,BT,"840,817"
5/19/2021,LIRR,"104,762"
5/19/2021,Subway,"2,257,549"
5/19/2021,SIR,"4,367"
5/19/2021,BT,"918,384"
5/19/2021,AAR,"23,784"
5/19/2021,MNR,"56,851"
5/19/2021,Bus,"1,253,578"
5/20/2021,BT,"934,700"
5/20/2021,Subway,"2,269,471"
5/20/2021,SIR,"4,441"
5/20/2021,MNR,"57,425"
5/20/2021,LIRR,"106,604"
5/20/2021,Bus,"1,243,965"
5/20/2021,AAR,"23,659"
5/21/2021,BT,"968,479"
5/21/2021,Subway,"2,331,876"
5/21/2021,SIR,"4,264"
5/21/2021,MNR,"67,283"
5/21/2021,LIRR,"110,077"
5/21/2021,Bus,"1,221,591"
5/21/2021,AAR,"22,520"
5/22/2021,AAR,"13,397"
5/22/2021,Subway,"1,645,268"
5/22/2021,SIR,"1,787"
5/22/2021,MNR,"51,249"
5/22/2021,LIRR,"66,293"
5/22/2021,Bus,"839,877"
5/22/2021,BT,"913,273"
5/23/2021,MNR,"40,613"
5/23/2021,Subway,"1,268,928"
5/23/2021,SIR,"1,358"
5/23/2021,LIRR,"58,005"
5/23/2021,Bus,"645,466"
5/23/2021,BT,"887,792"
5/23/2021,AAR,"11,765"
5/24/2021,BT,"872,507"
5/24/2021,Subway,"2,118,877"
5/24/2021,SIR,"4,252"
5/24/2021,MNR,"55,179"
5/24/2021,LIRR,"105,528"
5/24/2021,Bus,"1,192,453"
5/24/2021,AAR,"21,563"
5/25/2021,BT,"905,301"
5/25/2021,Subway,"2,270,945"
5/25/2021,SIR,"4,683"
5/25/2021,MNR,"58,737"
5/25/2021,LIRR,"110,871"
5/25/2021,Bus,"1,253,998"
5/25/2021,AAR,"22,854"
5/26/2021,BT,"923,924"
5/26/2021,Subway,"2,275,882"
5/26/2021,SIR,"4,429"
5/26/2021,MNR,"59,613"
5/26/2021,LIRR,"114,548"
5/26/2021,Bus,"1,241,052"
5/26/2021,AAR,"23,594"
5/27/2021,AAR,"23,450"
5/27/2021,Subway,"2,352,019"
5/27/2021,SIR,"4,619"
5/27/2021,MNR,"62,852"
5/27/2021,LIRR,"117,293"
5/27/2021,Bus,"1,246,269"
5/27/2021,BT,"973,897"
5/28/2021,AAR,"21,520"
5/28/2021,Subway,"2,232,599"
5/28/2021,SIR,"4,047"
5/28/2021,MNR,"66,048"
5/28/2021,LIRR,"112,780"
5/28/2021,Bus,"1,135,369"
5/28/2021,BT,"934,622"
5/29/2021,BT,"746,640"
5/29/2021,Subway,"1,370,135"
5/29/2021,SIR,"1,332"
5/29/2021,MNR,"38,894"
5/29/2021,LIRR,"54,774"
5/29/2021,Bus,"648,192"
5/29/2021,AAR,"11,734"
5/30/2021,BT,"665,576"
5/30/2021,Subway,"1,065,176"
5/30/2021,SIR,956
5/30/2021,MNR,"30,072"
5/30/2021,LIRR,"43,418"
5/30/2021,Bus,"484,864"
5/30/2021,AAR,"10,028"
5/31/2021,BT,"757,928"
5/31/2021,Subway,"1,389,651"
5/31/2021,SIR,"1,651"
5/31/2021,MNR,"43,039"
5/31/2021,LIRR,"102,292"
5/31/2021,Bus,"702,801"
5/31/2021,AAR,"10,380"
6/1/2021,AAR,"22,308"
6/1/2021,Subway,"2,258,831"
6/1/2021,SIR,"4,705"
6/1/2021,MNR,"94,923"
6/1/2021,LIRR,"114,759"
6/1/2021,Bus,"1,230,127"
6/1/2021,BT,"910,608"
6/2/2021,AAR,"24,325"
6/2/2021,Subway,"2,343,745"
6/2/2021,SIR,"4,772"
6/2/2021,MNR,"90,821"
6/2/2021,LIRR,"112,503"
6/2/2021,Bus,"1,249,102"
6/2/2021,BT,"913,501"
6/3/2021,BT,"898,343"
6/3/2021,Subway,"2,233,917"
6/3/2021,SIR,"4,419"
6/3/2021,MNR,"84,815"
6/3/2021,LIRR,"102,751"
6/3/2021,Bus,"1,143,159"
6/3/2021,AAR,"23,026"
6/4/2021,BT,"933,507"
6/4/2021,Subway,"2,310,032"
6/4/2021,SIR,"4,308"
6/4/2021,MNR,"88,908"
6/4/2021,LIRR,"104,564"
6/4/2021,Bus,"1,160,335"
6/4/2021,AAR,"22,743"
6/5/2021,AAR,"14,636"
6/5/2021,Subway,"1,792,204"
6/5/2021,SIR,
6/5/2021,MNR,"62,687"
6/5/2021,LIRR,"72,827"
6/5/2021,Bus,"874,545"
6/5/2021,BT,"949,213"
6/6/2021,AAR,"12,514"
6/6/2021,Subway,"1,363,344"
6/6/2021,SIR,
6/6/2021,MNR,"51,469"
6/6/2021,LIRR,"61,866"
6/6/2021,Bus,"654,780"
6/6/2021,BT,"924,262"
6/7/2021,Bus,"1,200,737"
6/7/2021,Subway,"2,223,265"
6/7/2021,SIR,"4,348"
6/7/2021,AAR,"21,511"
6/7/2021,MNR,"89,412"
6/7/2021,LIRR,"112,097"
6/7/2021,BT,"900,055"
6/8/2021,BT,"881,384"
6/8/2021,Subway,"2,265,591"
6/8/2021,SIR,"4,561"
6/8/2021,MNR,"87,986"
6/8/2021,LIRR,"108,346"
6/8/2021,Bus,"1,175,335"
6/8/2021,AAR,"22,948"
6/9/2021,BT,"911,424"
6/9/2021,Subway,"2,386,026"
6/9/2021,SIR,"4,586"
6/9/2021,MNR,"90,641"
6/9/2021,LIRR,"107,918"
6/9/2021,Bus,"1,259,005"
6/9/2021,AAR,"23,868"
6/10/2021,AAR,"23,498"
6/10/2021,Subway,"2,473,818"
6/10/2021,SIR,"4,801"
6/10/2021,MNR,"91,323"
6/10/2021,LIRR,"113,236"
6/10/2021,Bus,"1,276,901"
6/10/2021,BT,"954,252"
6/11/2021,AAR,"23,324"
6/11/2021,Subway,"2,468,258"
6/11/2021,SIR,"4,371"
6/11/2021,MNR,"94,566"
6/11/2021,LIRR,"118,259"
6/11/2021,Bus,"1,221,484"
6/11/2021,BT,"971,852"
6/12/2021,BT,"921,587"
6/12/2021,Subway,"1,775,538"
6/12/2021,SIR,
6/12/2021,MNR,"61,468"
6/12/2021,LIRR,"68,188"
6/12/2021,Bus,"849,178"
6/12/2021,AAR,"14,450"
6/13/2021,BT,"889,307"
6/13/2021,Subway,"1,379,959"
6/13/2021,SIR,
6/13/2021,MNR,"51,712"
6/13/2021,LIRR,"59,186"
6/13/2021,Bus,"647,385"
6/13/2021,AAR,"12,047"
6/14/2021,AAR,"21,568"
6/14/2021,Subway,"2,223,186"
6/14/2021,SIR,"4,205"
6/14/2021,MNR,"91,064"
6/14/2021,LIRR,"115,254"
6/14/2021,Bus,"1,176,722"
6/14/2021,BT,"872,138"
6/15/2021,MNR,"96,688"
6/15/2021,Subway,"2,469,785"
6/15/2021,SIR,"4,925"
6/15/2021,LIRR,"117,580"
6/15/2021,Bus,"1,277,203"
6/15/2021,BT,"920,824"
6/15/2021,AAR,"23,460"
6/16/2021,BT,"949,017"
6/16/2021,Subway,"2,519,444"
6/16/2021,SIR,"4,745"
6/16/2021,MNR,"94,690"
6/16/2021,LIRR,"119,205"
6/16/2021,Bus,"1,288,040"
6/16/2021,AAR,"24,788"
6/17/2021,BT,"976,995"
6/17/2021,Subway,"2,552,497"
6/17/2021,SIR,"4,989"
6/17/2021,MNR,"98,435"
6/17/2021,LIRR,"121,580"
6/17/2021,Bus,"1,281,552"
6/17/2021,AAR,"23,292"
6/18/2021,BT,"992,677"
6/18/2021,Subway,"2,572,013"
6/18/2021,SIR,"4,549"
6/18/2021,MNR,"104,304"
6/18/2021,LIRR,"122,848"
6/18/2021,Bus,"1,235,675"
6/18/2021,AAR,"22,491"
6/19/2021,AAR,"13,949"
6/19/2021,Subway,"1,784,312"
6/19/2021,SIR,
6/19/2021,MNR,"66,134"
6/19/2021,LIRR,"76,508"
6/19/2021,Bus,"841,519"
6/19/2021,BT,"955,520"
6/20/2021,AAR,"13,189"
6/20/2021,Subway,"1,389,352"
6/20/2021,SIR,
6/20/2021,MNR,"60,876"
6/20/2021,LIRR,"76,969"
6/20/2021,Bus,"652,557"
6/20/2021,BT,"953,899"
6/21/2021,BT,"929,097"
6/21/2021,Subway,"2,264,368"
6/21/2021,SIR,"4,601"
6/21/2021,MNR,"95,740"
6/21/2021,LIRR,"123,918"
6/21/2021,Bus,"1,191,844"
6/21/2021,AAR,"20,512"
6/22/2021,BT,"899,940"
6/22/2021,Subway,"2,354,873"
6/22/2021,SIR,"4,648"
6/22/2021,MNR,"97,637"
6/22/2021,LIRR,"116,165"
6/22/2021,Bus,"1,172,110"
6/22/2021,AAR,"22,293"
6/23/2021,AAR,"24,223"
6/23/2021,Subway,"2,547,416"
6/23/2021,SIR,"5,027"
6/23/2021,MNR,"101,864"
6/23/2021,LIRR,"121,867"
6/23/2021,Bus,"1,264,095"
6/23/2021,BT,"950,036"
6/24/2021,MNR,"100,509"
6/24/2021,Subway,"2,552,639"
6/24/2021,SIR,"5,045"
6/24/2021,LIRR,"121,542"
6/24/2021,Bus,"1,248,843"
6/24/2021,BT,"981,805"
6/24/2021,AAR,"22,842"
6/25/2021,Bus,"1,214,123"
6/25/2021,Subway,"2,582,713"
6/25/2021,SIR,"4,712"
6/25/2021,AAR,"22,400"
6/25/2021,MNR,"100,537"
6/25/2021,LIRR,"126,722"
6/25/2021,BT,"991,962"
6/26/2021,BT,"952,815"
6/26/2021,Subway,"1,854,179"
6/26/2021,SIR,"1,682"
6/26/2021,MNR,"66,738"
6/26/2021,LIRR,"76,560"
6/26/2021,Bus,"841,585"
6/26/2021,AAR,"13,520"
6/27/2021,BT,"902,209"
6/27/2021,Subway,"1,559,967"
6/27/2021,SIR,"1,436"
6/27/2021,MNR,"62,411"
6/27/2021,LIRR,"75,058"
6/27/2021,Bus,"656,004"
6/27/2021,AAR,"11,883"
6/28/2021,AAR,"20,503"
6/28/2021,Subway,"2,252,362"
6/28/2021,SIR,"4,564"
6/28/2021,MNR,"101,482"
6/28/2021,LIRR,"122,263"
6/28/2021,Bus,"1,152,019"
6/28/2021,BT,"927,751"
6/29/2021,MNR,"97,829"
6/29/2021,Subway,"2,343,739"
6/29/2021,SIR,"4,717"
6/29/2021,LIRR,"119,355"
6/29/2021,Bus,"1,169,268"
6/29/2021,BT,"933,165"
6/29/2021,AAR,"21,612"
6/30/2021,BT,"948,951"
6/30/2021,Subway,"2,346,388"
6/30/2021,SIR,"4,476"
6/30/2021,MNR,"99,455"
6/30/2021,LIRR,"119,358"
6/30/2021,Bus,"1,139,886"
6/30/2021,AAR,"23,001"
7/1/2021,BT,"936,649"
7/1/2021,Subway,"2,292,461"
7/1/2021,SIR,"4,598"
7/1/2021,MNR,"90,018"
7/1/2021,LIRR,"114,363"
7/1/2021,Bus,"1,104,516"
7/1/2021,AAR,"22,011"
7/2/2021,BT,"922,888"
7/2/2021,Subway,"2,296,044"
